OrderID,Product Code,ProductName,QuantityPerUnit,OrderDate,ShippedDate,RequiredDate,Cutomer Name,Customer Country,Customer City,Shipper Name,EmployeeID,FirstName,LastName,Title,TitleOfCourtesy,Sales Quantity,Sales Price
10392,69,Gudbrandsdalsost,10 kg pkg.,24/12/2018,01/01/2019,21/01/2019,Piccolo und mehr,Austria,Salzburg,Federal Shipping,2,Andrew,Fuller,"Vice President, Sales",Dr.,50,28.8
10393,2,Chang,24 - 12 oz bottles,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,25,15.2
10393,14,Tofu,40 - 100 g pkgs.,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,42,18.6
10393,25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,7,11.2
10393,26,Gumbär Gummibärchen,100 - 250 g bags,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,70,24.9
10393,31,Gorgonzola Telino,12 - 100 g pkgs,25/12/2018,03/01/2019,22/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,32,10
10394,13,Konbu,2 kg box,25/12/2018,03/01/2019,22/01/2019,Hungry Coyote Import Store,USA,Elgin,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,10,4.8
10394,62,Tarte au sucre,48 pies,25/12/2018,03/01/2019,22/01/2019,Hungry Coyote Import Store,USA,Elgin,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,10,39.4
10395,46,Spegesild,4 - 450 g glasses,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Cristóbal,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,28,9.6
10395,53,Perth Pasties,48 pieces,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Cristóbal,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,70,26.2
10395,69,Gudbrandsdalsost,10 kg pkg.,26/12/2018,03/01/2019,23/01/2019,HILARION-Abastos,Venezuela,San Cristóbal,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,8,28.8
10396,23,Tunnbröd,12 - 250 g pkgs.,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,München,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,40,7.2
10396,71,Flotemysost,10 - 500 g pkgs.,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,München,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,60,17.2
10396,72,Mozzarella di Giovanni,24 - 200 g pkgs.,27/12/2018,06/01/2019,10/01/2019,Frankenversand,Germany,München,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,21,27.8
10397,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,27/12/2018,02/01/2019,24/01/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Speedy Express,5,Steven,Buchanan,Sales Manager,Mr.,10,8
10397,51,Manjimup Dried Apples,50 - 300 g pkgs.,27/12/2018,02/01/2019,24/01/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Speedy Express,5,Steven,Buchanan,Sales Manager,Mr.,18,42.4
10398,35,Steeleye Stout,24 - 12 oz bottles,30/12/2018,09/01/2019,27/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,14.4
10398,55,Pâté chinois,24 boxes x 2 pies,30/12/2018,09/01/2019,27/01/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,2,Andrew,Fuller,"Vice President, Sales",Dr.,120,19.2
10399,68,Scottish Longbreads,10 boxes x 8 pieces,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,Århus,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,60,10
10399,71,Flotemysost,10 - 500 g pkgs.,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,Århus,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,30,17.2
10399,76,Lakkalikööri,500 ml,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,Århus,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,35,14.4
10399,77,Original Frankfurter grüne Soße,12 boxes,31/12/2018,08/01/2019,14/01/2019,Vaffeljernet,Denmark,Århus,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,14,10.4
10400,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,21,99
10400,35,Steeleye Stout,24 - 12 oz bottles,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,35,14.4
10400,49,Maxilaku,24 - 50 g pkgs.,01/01/2019,16/01/2019,29/01/2019,Eastern Connection,UK,London,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,30,16
10401,30,Nord-Ost Matjeshering,10 - 200 g glasses,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,18,20.7
10401,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,70,30.4
10401,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,20,16.8
10401,71,Flotemysost,10 - 500 g pkgs.,01/01/2019,10/01/2019,29/01/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,60,17.2
10402,23,Tunnbröd,12 - 250 g pkgs.,02/01/2019,10/01/2019,13/02/2019,Ernst Handel,Austria,Graz,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,60,7.2
10402,63,Vegie-spread,15 - 625 g jars,02/01/2019,10/01/2019,13/02/2019,Ernst Handel,Austria,Graz,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,65,35.1
10403,16,Pavlova,32 - 500 g boxes,03/01/2019,09/01/2019,31/01/2019,Ernst Handel,Austria,Graz,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,21,13.9
10403,48,Chocolade,10 pkgs.,03/01/2019,09/01/2019,31/01/2019,Ernst Handel,Austria,Graz,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,70,10.2
10404,26,Gumbär Gummibärchen,100 - 250 g bags,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,24.9
10404,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,40,11.2
10404,49,Maxilaku,24 - 50 g pkgs.,03/01/2019,08/01/2019,31/01/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,16
10405,3,Aniseed Syrup,12 - 550 ml bottles,06/01/2019,22/01/2019,03/02/2019,LINO-Delicateses,Venezuela,I. de Margarita,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,50,8
10406,1,Chai,10 boxes x 20 bags,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,7,Robert,King,Sales Representative,Mr.,10,14.4
10406,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,7,Robert,King,Sales Representative,Mr.,30,8
10406,28,Rössle Sauerkraut,25 - 825 g cans,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,7,Robert,King,Sales Representative,Mr.,42,36.4
10406,36,Inlagd Sill,24 - 250 g  jars,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,7,Robert,King,Sales Representative,Mr.,5,15.2
10406,40,Boston Crab Meat,24 - 4 oz tins,07/01/2019,13/01/2019,18/02/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,7,Robert,King,Sales Representative,Mr.,2,14.7
10407,11,Queso Cabrales,1 kg pkg.,07/01/2019,30/01/2019,04/02/2019,Ottilies Käseladen,Germany,Köln,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,16.8
10407,69,Gudbrandsdalsost,10 kg pkg.,07/01/2019,30/01/2019,04/02/2019,Ottilies Käseladen,Germany,Köln,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,15,28.8
10407,71,Flotemysost,10 - 500 g pkgs.,07/01/2019,30/01/2019,04/02/2019,Ottilies Käseladen,Germany,Köln,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,15,17.2
10408,37,Gravad lax,12 - 500 g pkgs.,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,20.8
10408,54,Tourtière,16 pies,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,6,5.9
10408,62,Tarte au sucre,48 pies,08/01/2019,14/01/2019,05/02/2019,Folies gourmandes,France,Lille,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,35,39.4
10409,14,Tofu,40 - 100 g pkgs.,09/01/2019,14/01/2019,06/02/2019,Océano Atlántico Ltda.,Argentina,Buenos Aires,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,12,18.6
10409,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,09/01/2019,14/01/2019,06/02/2019,Océano Atlántico Ltda.,Argentina,Buenos Aires,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,12,8
10410,33,Geitost,500 g,10/01/2019,15/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Federal Shipping,3,Janet,Leverling,Sales Representative,Ms.,49,2
10410,59,Raclette Courdavault,5 kg pkg.,10/01/2019,15/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Federal Shipping,3,Janet,Leverling,Sales Representative,Ms.,16,44
10411,41,Jack's New England Clam Chowder,12 - 12 oz cans,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,25,7.7
10411,44,Gula Malacca,20 - 2 kg bags,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,40,15.5
10411,59,Raclette Courdavault,5 kg pkg.,10/01/2019,21/01/2019,07/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,9,44
10412,14,Tofu,40 - 100 g pkgs.,13/01/2019,15/01/2019,10/02/2019,Wartian Herkku,Finland,Oulu,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,20,18.6
10413,1,Chai,10 boxes x 20 bags,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,United Package,3,Janet,Leverling,Sales Representative,Ms.,24,14.4
10413,62,Tarte au sucre,48 pies,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,United Package,3,Janet,Leverling,Sales Representative,Ms.,40,39.4
10413,76,Lakkalikööri,500 ml,14/01/2019,16/01/2019,11/02/2019,La maison d'Asie,France,Toulouse,United Package,3,Janet,Leverling,Sales Representative,Ms.,14,14.4
10414,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,14/01/2019,17/01/2019,11/02/2019,Familia Arquibaldo,Brazil,Sao Paulo,Federal Shipping,2,Andrew,Fuller,"Vice President, Sales",Dr.,18,7.3
10414,33,Geitost,500 g,14/01/2019,17/01/2019,11/02/2019,Familia Arquibaldo,Brazil,Sao Paulo,Federal Shipping,2,Andrew,Fuller,"Vice President, Sales",Dr.,50,2
10415,17,Alice Mutton,20 - 1 kg tins,15/01/2019,24/01/2019,12/02/2019,Hungry Coyote Import Store,USA,Elgin,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,2,31.2
10415,33,Geitost,500 g,15/01/2019,24/01/2019,12/02/2019,Hungry Coyote Import Store,USA,Elgin,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,20,2
10416,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,20,7.3
10416,53,Perth Pasties,48 pieces,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,26.2
10416,57,Ravioli Angelo,24 - 250 g pkgs.,16/01/2019,27/01/2019,13/02/2019,Wartian Herkku,Finland,Oulu,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,20,15.6
10417,38,Côte de Blaye,12 - 75 cl bottles,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,50,210.8
10417,46,Spegesild,4 - 450 g glasses,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,2,9.6
10417,68,Scottish Longbreads,10 boxes x 8 pieces,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,36,10
10417,77,Original Frankfurter grüne Soße,12 boxes,16/01/2019,28/01/2019,13/02/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,35,10.4
10418,2,Chang,24 - 12 oz bottles,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,60,15.2
10418,47,Zaanse koeken,10 - 4 oz boxes,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,55,7.6
10418,61,Sirop d'érable,24 - 500 ml bottles,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,16,22.8
10418,74,Longlife Tofu,5 kg pkg.,17/01/2019,24/01/2019,14/02/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,15,8
10419,60,Camembert Pierrot,15 - 300 g rounds,20/01/2019,30/01/2019,17/02/2019,Richter Supermarkt,Switzerland,Genève,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,60,27.2
10419,69,Gudbrandsdalsost,10 kg pkg.,20/01/2019,30/01/2019,17/02/2019,Richter Supermarkt,Switzerland,Genève,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,20,28.8
10420,9,Mishi Kobe Niku,18 - 500 g pkgs.,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,20,77.6
10420,13,Konbu,2 kg box,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,2,4.8
10420,70,Outback Lager,24 - 355 ml bottles,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,8,12
10420,73,Röd Kaviar,24 - 150 g jars,21/01/2019,27/01/2019,18/02/2019,Wellington Importadora,Brazil,Resende,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,20,12
10421,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,21/01/2019,27/01/2019,04/03/2019,Que Delícia,Brazil,Rio de Janeiro,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,4,7.3
10421,26,Gumbär Gummibärchen,100 - 250 g bags,21/01/2019,27/01/2019,04/03/2019,Que Delícia,Brazil,Rio de Janeiro,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,30,24.9
10421,53,Perth Pasties,48 pieces,21/01/2019,27/01/2019,04/03/2019,Que Delícia,Brazil,Rio de Janeiro,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,15,26.2
10421,77,Original Frankfurter grüne Soße,12 boxes,21/01/2019,27/01/2019,04/03/2019,Que Delícia,Brazil,Rio de Janeiro,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,10.4
10422,26,Gumbär Gummibärchen,100 - 250 g bags,22/01/2019,31/01/2019,19/02/2019,Franchi S.p.A.,Italy,Torino,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,2,24.9
10423,31,Gorgonzola Telino,12 - 100 g pkgs,23/01/2019,24/02/2019,06/02/2019,Gourmet Lanchonetes,Brazil,Campinas,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,14,10
10423,59,Raclette Courdavault,5 kg pkg.,23/01/2019,24/02/2019,06/02/2019,Gourmet Lanchonetes,Brazil,Campinas,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,20,44
10424,35,Steeleye Stout,24 - 12 oz bottles,23/01/2019,27/01/2019,20/02/2019,Mère Paillarde,Canada,Montréal,United Package,7,Robert,King,Sales Representative,Mr.,60,14.4
10424,38,Côte de Blaye,12 - 75 cl bottles,23/01/2019,27/01/2019,20/02/2019,Mère Paillarde,Canada,Montréal,United Package,7,Robert,King,Sales Representative,Mr.,49,210.8
10424,68,Scottish Longbreads,10 boxes x 8 pieces,23/01/2019,27/01/2019,20/02/2019,Mère Paillarde,Canada,Montréal,United Package,7,Robert,King,Sales Representative,Mr.,30,10
10425,55,Pâté chinois,24 boxes x 2 pies,24/01/2019,14/02/2019,21/02/2019,La maison d'Asie,France,Toulouse,United Package,6,Michael,Suyama,Sales Representative,Mr.,10,19.2
10425,76,Lakkalikööri,500 ml,24/01/2019,14/02/2019,21/02/2019,La maison d'Asie,France,Toulouse,United Package,6,Michael,Suyama,Sales Representative,Mr.,20,14.4
10426,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,27/01/2019,06/02/2019,24/02/2019,Galería del gastrónomo,Spain,Barcelona,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,5,30.4
10426,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,27/01/2019,06/02/2019,24/02/2019,Galería del gastrónomo,Spain,Barcelona,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,7,26.6
10427,14,Tofu,40 - 100 g pkgs.,27/01/2019,03/03/2019,24/02/2019,Piccolo und mehr,Austria,Salzburg,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,35,18.6
10428,46,Spegesild,4 - 450 g glasses,28/01/2019,04/02/2019,25/02/2019,Reggiani Caseifici,Italy,Reggio Emilia,Speedy Express,7,Robert,King,Sales Representative,Mr.,20,9.6
10429,50,Valkoinen suklaa,12 - 100 g bars,29/01/2019,07/02/2019,12/03/2019,Hungry Owl All-Night Grocers,Ireland,Cork,United Package,3,Janet,Leverling,Sales Representative,Ms.,40,13
10429,63,Vegie-spread,15 - 625 g jars,29/01/2019,07/02/2019,12/03/2019,Hungry Owl All-Night Grocers,Ireland,Cork,United Package,3,Janet,Leverling,Sales Representative,Ms.,35,35.1
10430,17,Alice Mutton,20 - 1 kg tins,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,45,31.2
10430,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,50,8
10430,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,30,30.4
10430,59,Raclette Courdavault,5 kg pkg.,30/01/2019,03/02/2019,13/02/2019,Ernst Handel,Austria,Graz,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,70,44
10431,17,Alice Mutton,20 - 1 kg tins,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,50,31.2
10431,40,Boston Crab Meat,24 - 4 oz tins,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,50,14.7
10431,47,Zaanse koeken,10 - 4 oz boxes,30/01/2019,07/02/2019,13/02/2019,Bottom-Dollar Markets,Canada,Tsawassen,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,30,7.6
10432,26,Gumbär Gummibärchen,100 - 250 g bags,31/01/2019,07/02/2019,14/02/2019,Split Rail Beer & Ale,USA,Lander,United Package,3,Janet,Leverling,Sales Representative,Ms.,10,24.9
10432,54,Tourtière,16 pies,31/01/2019,07/02/2019,14/02/2019,Split Rail Beer & Ale,USA,Lander,United Package,3,Janet,Leverling,Sales Representative,Ms.,40,5.9
10433,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,03/02/2019,04/03/2019,03/03/2019,Princesa Isabel Vinhos,Portugal,Lisboa,Federal Shipping,3,Janet,Leverling,Sales Representative,Ms.,28,30.4
10434,11,Queso Cabrales,1 kg pkg.,03/02/2019,13/02/2019,03/03/2019,Folk och fä HB,Sweden,Bräcke,United Package,3,Janet,Leverling,Sales Representative,Ms.,6,16.8
10434,76,Lakkalikööri,500 ml,03/02/2019,13/02/2019,03/03/2019,Folk och fä HB,Sweden,Bräcke,United Package,3,Janet,Leverling,Sales Representative,Ms.,18,14.4
10435,2,Chang,24 - 12 oz bottles,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,15.2
10435,22,Gustaf's Knäckebröd,24 - 500 g pkgs.,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,12,16.8
10435,72,Mozzarella di Giovanni,24 - 200 g pkgs.,04/02/2019,07/02/2019,18/03/2019,Consolidated Holdings,UK,London,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,27.8
10436,46,Spegesild,4 - 450 g glasses,05/02/2019,11/02/2019,05/03/2019,Blondesddsl père et fils,France,Strasbourg,United Package,3,Janet,Leverling,Sales Representative,Ms.,5,9.6
10436,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,05/02/2019,11/02/2019,05/03/2019,Blondesddsl père et fils,France,Strasbourg,United Package,3,Janet,Leverling,Sales Representative,Ms.,40,30.4
10436,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,05/02/2019,11/02/2019,05/03/2019,Blondesddsl père et fils,France,Strasbourg,United Package,3,Janet,Leverling,Sales Representative,Ms.,30,26.6
10436,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,05/02/2019,11/02/2019,05/03/2019,Blondesddsl père et fils,France,Strasbourg,United Package,3,Janet,Leverling,Sales Representative,Ms.,24,6.2
10437,53,Perth Pasties,48 pieces,05/02/2019,12/02/2019,05/03/2019,Wartian Herkku,Finland,Oulu,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,15,26.2
10438,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,06/02/2019,14/02/2019,06/03/2019,Toms Spezialitäten,Germany,Münster,United Package,3,Janet,Leverling,Sales Representative,Ms.,15,7.3
10438,34,Sasquatch Ale,24 - 12 oz bottles,06/02/2019,14/02/2019,06/03/2019,Toms Spezialitäten,Germany,Münster,United Package,3,Janet,Leverling,Sales Representative,Ms.,20,11.2
10438,57,Ravioli Angelo,24 - 250 g pkgs.,06/02/2019,14/02/2019,06/03/2019,Toms Spezialitäten,Germany,Münster,United Package,3,Janet,Leverling,Sales Representative,Ms.,15,15.6
10439,12,Queso Manchego La Pastora,10 - 500 g pkgs.,07/02/2019,10/02/2019,07/03/2019,Mère Paillarde,Canada,Montréal,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,15,30.4
10439,16,Pavlova,32 - 500 g boxes,07/02/2019,10/02/2019,07/03/2019,Mère Paillarde,Canada,Montréal,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,16,13.9
10439,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,07/02/2019,10/02/2019,07/03/2019,Mère Paillarde,Canada,Montréal,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,6,26.6
10439,74,Longlife Tofu,5 kg pkg.,07/02/2019,10/02/2019,07/03/2019,Mère Paillarde,Canada,Montréal,Federal Shipping,6,Michael,Suyama,Sales Representative,Mr.,30,8
10440,2,Chang,24 - 12 oz bottles,10/02/2019,28/02/2019,10/03/2019,Save-a-lot Markets,USA,Boise,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,45,15.2
10440,16,Pavlova,32 - 500 g boxes,10/02/2019,28/02/2019,10/03/2019,Save-a-lot Markets,USA,Boise,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,49,13.9
10440,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,10/02/2019,28/02/2019,10/03/2019,Save-a-lot Markets,USA,Boise,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,24,99
10440,61,Sirop d'érable,24 - 500 ml bottles,10/02/2019,28/02/2019,10/03/2019,Save-a-lot Markets,USA,Boise,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,90,22.8
10441,27,Schoggi Schokolade,100 - 100 g pieces,10/02/2019,14/03/2019,24/03/2019,Old World Delicatessen,USA,Anchorage,United Package,3,Janet,Leverling,Sales Representative,Ms.,50,35.1
10442,11,Queso Cabrales,1 kg pkg.,11/02/2019,18/02/2019,11/03/2019,Ernst Handel,Austria,Graz,United Package,3,Janet,Leverling,Sales Representative,Ms.,30,16.8
10442,54,Tourtière,16 pies,11/02/2019,18/02/2019,11/03/2019,Ernst Handel,Austria,Graz,United Package,3,Janet,Leverling,Sales Representative,Ms.,80,5.9
10442,66,Louisiana Hot Spiced Okra,24 - 8 oz jars,11/02/2019,18/02/2019,11/03/2019,Ernst Handel,Austria,Graz,United Package,3,Janet,Leverling,Sales Representative,Ms.,60,13.6
10443,11,Queso Cabrales,1 kg pkg.,12/02/2019,14/02/2019,12/03/2019,Reggiani Caseifici,Italy,Reggio Emilia,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,6,16.8
